,fantaSquad,role,name,team,image
37,Birra-real,C,Federico Bernardeschi,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/BERNARDESCHI.png
38,Birra-real,C,Hakan Calhanoglu,Inter,https://content.fantacalcio.it/web/campioncini/card2021/CALHANOGLU.png
39,Birra-real,C,Brahim Diaz,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/DIAZ-B.png
40,Birra-real,C,Mohamed Ihattaren,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/IHATTAREN.png
41,Birra-real,C,Ivan Ilic,Verona,https://content.fantacalcio.it/web/campioncini/card2021/ILIC.png
42,Birra-real,C,Teun Koopmeiners,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/KOOPMEINERS.png
43,Birra-real,C,Arnór Sigurdsson,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/SIGURDSSON-A.png
44,Birra-real,A,Jeremie Boga,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/BOGA.png
45,Birra-real,A,Paulo Dybala,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/DYBALA.png
46,Birra-real,A,Franck Ribéry,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/RIBERY.png
47,Birra-real,A,Gianluca Scamacca,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/SCAMACCA.png
48,Birra-real,A,Simy,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/SIMY.png
49,Birra-real,A,Duván Zapata,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/ZAPATA-D.png
50,Boccaporco FC,P,José Reina,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/REINA.png
51,Boccaporco FC,P,Rui Patrício,Roma,https://content.fantacalcio.it/web/campioncini/card2021/RUI-PATRICIO.png
52,Boccaporco FC,P,Thomas Strakosha,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/STRAKOSHA.png
53,Boccaporco FC,D,Leonardo Bonucci,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/BONUCCI.png
54,Boccaporco FC,D,Giorgio Chiellini,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/CHIELLINI.png
55,Boccaporco FC,D,Matteo Darmian,Inter,https://content.fantacalcio.it/web/campioncini/card2021/DARMIAN.png
56,Boccaporco FC,D,Federico Dimarco,Inter,https://content.fantacalcio.it/web/campioncini/card2021/DIMARCO.png
57,Boccaporco FC,D,Marco Faraoni,Verona,https://content.fantacalcio.it/web/campioncini/card2021/FARAONI.png
58,Boccaporco FC,D,Simon Kjaer,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/KJAER.png
59,Boccaporco FC,D,Milan Skriniar,Inter,https://content.fantacalcio.it/web/campioncini/card2021/SKRINIAR.png
60,Boccaporco FC,D,Davide Zappacosta,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/ZAPPACOSTA.png
61,Boccaporco FC,C,Tolgay Arslan,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/ARSLAN.png
62,Boccaporco FC,C,Antonin Barak,Verona,https://content.fantacalcio.it/web/campioncini/card2021/BARAK.png
63,Boccaporco FC,C,Manuel Locatelli,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/LOCATELLI.png
64,Boccaporco FC,C,Ivan Perisic,Inter,https://content.fantacalcio.it/web/campioncini/card2021/PERISIC.png
65,Boccaporco FC,C,Matteo Pessina,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/PESSINA.png
66,Boccaporco FC,C,Mattias Svanberg,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/SVANBERG.png
67,Boccaporco FC,C,Hamed Junior Traore,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/TRAORE-HJ.png
68,Boccaporco FC,C,Jordan Veretout,Roma,https://content.fantacalcio.it/web/campioncini/card2021/VERETOUT.png
69,Boccaporco FC,A,Marko Arnautovic,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/ARNAUTOVIC.png
70,Boccaporco FC,A,Francesco Caputo,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/CAPUTO.png
71,Boccaporco FC,A,Gerard Deulofeu,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/DEULOFEU.png
72,Boccaporco FC,A,Francesco Forte,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/FORTE.png
73,Boccaporco FC,A,Olivier Giroud,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/GIROUD.png
74,Boccaporco FC,A,Dusan Vlahovic,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/VLAHOVIC.png
75,Frascati FC,P,Emil Audero,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/AUDERO.png
76,Frascati FC,P,Alessio Cragno,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/CRAGNO.png
77,Frascati FC,P,Lukasz Skorupski,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/SKORUPSKI.png
78,Frascati FC,D,Tommaso Augello,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/AUGELLO.png
79,Frascati FC,D,Simone Bastoni,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/BASTONI-S.png
80,Frascati FC,D,Davide Calabria,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/CALABRIA.png
81,Frascati FC,D,Giovanni Di Lorenzo,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/DI-LORENZO.png
82,Frascati FC,D,Denzel Dumfries,Inter,https://content.fantacalcio.it/web/campioncini/card2021/DUMFRIES.png
83,Frascati FC,D,Alessandro Florenzi,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/FLORENZI.png
84,Frascati FC,D,Petar Stojanovic,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/STOJANOVIC.png
85,Frascati FC,D,Matias Viña,Roma,https://content.fantacalcio.it/web/campioncini/card2021/VINA.png
86,Frascati FC,C,Federico Chiesa,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/CHIESA.png
87,Frascati FC,C,Luis Alberto,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/LUIS-ALBERTO.png
88,Frascati FC,C,Giulio Maggiore,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/MAGGIORE.png
89,Frascati FC,C,Gaston Pereiro,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/PEREIRO.png
90,Frascati FC,C,Dor Peretez,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/PERETZ.png
91,Frascati FC,C,Tommaso Pobega,Torino,https://content.fantacalcio.it/web/campioncini/card2021/POBEGA.png
92,Frascati FC,C,Alexis Saelemaekers,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/SAELEMAEKERS.png
93,Frascati FC,C,Riccardo Sottil,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/SOTTIL.png
94,Frascati FC,A,Patrick Cutrone,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/CUTRONE.png
95,Frascati FC,A,Baldè Keita,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/KEITA-B.png
96,Frascati FC,A,Lautaro Martínez,Inter,https://content.fantacalcio.it/web/campioncini/card2021/MARTINEZ-L.png
97,Frascati FC,A,Leonardo Pavoletti,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/PAVOLETTI.png
98,Frascati FC,A,Eldor Shomurodov,Roma,https://content.fantacalcio.it/web/campioncini/card2021/SHOMURODOV.png
99,Frascati FC,A,Giovanni Simeone,Verona,https://content.fantacalcio.it/web/campioncini/card2021/SIMEONE.png
100,Real Torraccia,P,Federico Marchetti,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/MARCHETTI.png
101,Real Torraccia,P,Adrian Semper,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/SEMPER.png
102,Real Torraccia,P,Salvatore Sirigu,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/SIRIGU.png
103,Real Torraccia,D,Francesco Acerbi,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/ACERBI.png
104,Real Torraccia,D,Riccardo Calafiori,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/CALAFIORI.png
105,Real Torraccia,D,Omar Colley,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/COLLEY.png
106,Real Torraccia,D,Danilo D'Ambrosio,Inter,https://content.fantacalcio.it/web/campioncini/card2021/D-AMBROSIO.png
107,Real Torraccia,D,Tyronne Ebuhei,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/EBUEHI.png
108,Real Torraccia,D,Elseid Hysaj,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/HYSAJ.png
109,Real Torraccia,D,Manuel Lazzari,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/LAZZARI.png
110,Real Torraccia,D,Stefano Sabelli,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/SABELLI.png
111,Real Torraccia,C,Antonio Candreva,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/CANDREVA.png
112,Real Torraccia,C,Felipe Anderson,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/FELIPE-ANDERSON.png
113,Real Torraccia,C,Darko Lazovic,Verona,https://content.fantacalcio.it/web/campioncini/card2021/LAZOVIC.png
114,Real Torraccia,C,Stanislav Lobotka,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/LOBOTKA.png
115,Real Torraccia,C,Junior Messias,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/MESSIAS.png
116,Real Torraccia,C,Roberto Soriano,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/SORIANO.png
117,Real Torraccia,C,Matias Vecino,Inter,https://content.fantacalcio.it/web/campioncini/card2021/VECINO.png
118,Real Torraccia,C,Emanuel Vignato,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/VIGNATO.png
119,Real Torraccia,A,Domenico Berardi,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/BERARDI.png
120,Real Torraccia,A,Joaquín Correa,Inter,https://content.fantacalcio.it/web/campioncini/card2021/CORREA.png
121,Real Torraccia,A,Lorenzo Insigne,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/INSIGNE.png
122,Real Torraccia,A,Leonardo Mancuso,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/MANCUSO.png
123,Real Torraccia,A,Alexis Sanchez,Inter,https://content.fantacalcio.it/web/campioncini/card2021/SANCHEZ.png
124,Real Torraccia,A,Daniele Verde,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/VERDE.png
125,Pro Club,P,Alex Meret,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/MERET.png
126,Pro Club,P,Vanja Milinkovic-Savic,Torino,https://content.fantacalcio.it/web/campioncini/card2021/MILINKOVIC-SAVIC-V.png
127,Pro Club,P,David Ospina,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/OSPINA.png
128,Pro Club,D,Alessandro Bastoni,Inter,https://content.fantacalcio.it/web/campioncini/card2021/BASTONI.png
129,Pro Club,D,Mattia Caldara,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/CALDARA.png
130,Pro Club,D,Kalidou Koulibaly,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/KOULIBALY.png
131,Pro Club,D,Joakim Maehle,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/MAEHLE.png
132,Pro Club,D,Nahuel Molina,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/MOLINA-N.png
133,Pro Club,D,Álvaro Odriozola,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/ODRIOZOLA.png
134,Pro Club,D,Leonardo Spinazzola,Roma,https://content.fantacalcio.it/web/campioncini/card2021/SPINAZZOLA.png
135,Pro Club,D,Fikayo Tomori,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/TOMORI.png
136,Pro Club,C,Giacomo Bonaventura,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/BONAVENTURA.png
137,Pro Club,C,Gaetano Castrovilli,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/CASTROVILLI.png
138,Pro Club,C,Mikkel Damsgaard,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/DAMSGAARD.png
139,Pro Club,C,Weston McKennie,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/MCKENNIE.png
140,Pro Club,C,Mario Pasalic,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/PASALIC.png
141,Pro Club,C,Sandro Tonali,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/TONALI.png
142,Pro Club,C,Nicolo Zaniolo,Roma,https://content.fantacalcio.it/web/campioncini/card2021/ZANIOLO.png
143,Pro Club,C,Piotr Zielinski,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/ZIELINSKI.png
144,Pro Club,A,Ciro Immobile,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/IMMOBILE.png
145,Pro Club,A,Luis Muriel,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/MURIEL.png
146,Pro Club,A,Victor Osimhen,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/OSIMHEN.png
147,Pro Club,A,Pedro,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/PEDRO.png
148,Pro Club,A,Giacomo Raspadori,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/RASPADORI.png
149,Pro Club,A,Ante Rebic,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/REBIC.png
150,Fili-Peru academy,P,Luca Lezzerini,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/LEZZERINI.png
151,Fili-Peru academy,P,Wojciech Szczesny,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/SZCZESNY.png
152,Fili-Peru academy,P,Guglielmo Vicario,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/VICARIO.png
153,Fili-Peru academy,D,Ethan Ampadu,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/AMPADU.png
154,Fili-Peru academy,D,Kevin Bonifazi,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/BONIFAZI.png
155,Fili-Peru academy,D,Pietro Ceccaroni,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/CECCARONI.png
156,Fili-Peru academy,D,Domenico Criscito,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/CRISCITO.png
157,Fili-Peru academy,D,Stefan de Vrij,Inter,https://content.fantacalcio.it/web/campioncini/card2021/DE-VRIJ.png
158,Fili-Peru academy,D,Diego Godín,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/GODIN.png
159,Fili-Peru academy,D,Theo Hernández,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/HERNANDEZ-T.png
160,Fili-Peru academy,D,Bram Nuytinck,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/NUYTINCK.png
161,Fili-Peru academy,C,Nicolò Barella,Inter,https://content.fantacalcio.it/web/campioncini/card2021/BARELLA.png
162,Fili-Peru academy,C,Marcelo Brozovic,Inter,https://content.fantacalcio.it/web/campioncini/card2021/BROZOVIC.png
163,Fili-Peru academy,C,Razvan Marin,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/MARIN.png
164,Fili-Peru academy,C,Henrikh Mkhitaryan,Roma,https://content.fantacalcio.it/web/campioncini/card2021/MKHITARYAN.png
165,Fili-Peru academy,C,Nahitan Nández,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/NANDEZ.png
166,Fili-Peru academy,C,Roberto Pereyra,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/PEREYRA.png
167,Fili-Peru academy,C,Morten Thorsby,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/THORSBY.png
168,Fili-Peru academy,C,Simone Verdi,Torino,https://content.fantacalcio.it/web/campioncini/card2021/VERDI.png
169,Fili-Peru academy,A,Felipe Caicedo,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/CAICEDO.png
170,Fili-Peru academy,A,Mattia Destro,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/DESTRO.png
171,Fili-Peru academy,A,Zlatan Ibrahimovic,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/IBRAHIMOVIC.png
172,Fili-Peru academy,A,João Pedro,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/JOAO-PEDRO.png
173,Fili-Peru academy,A,Hirving Lozano,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/LOZANO.png
174,Fili-Peru academy,A,Rafael Leão,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/RAFAEL-LEAO.png
175,Abboccacelupicchio F. C.,P,Bartlomiej Dragowski,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/DRAGOWSKI.png
176,Abboccacelupicchio F. C.,P,Samir Handanovic,Inter,https://content.fantacalcio.it/web/campioncini/card2021/HANDANOVIC.png
177,Abboccacelupicchio F. C.,P,Ionut Radu,Inter,https://content.fantacalcio.it/web/campioncini/card2021/RADU-I.png
178,Abboccacelupicchio F. C.,D,Alex Sandro,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/ALEX-SANDRO.png
179,Abboccacelupicchio F. C.,D,Cristiano Biraghi,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/BIRAGHI.png
180,Abboccacelupicchio F. C.,D,Bremer,Torino,https://content.fantacalcio.it/web/campioncini/card2021/BREMER.png
181,Abboccacelupicchio F. C.,D,Matthijs de Ligt,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/DE-LIGT.png
182,Abboccacelupicchio F. C.,D,Lorenzo De Silvestri,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/DE-SILVESTRI.png
183,Abboccacelupicchio F. C.,D,Berat Gjimshiti,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/DJIMSITI.png
184,Abboccacelupicchio F. C.,D,Rafael Toloi,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/TOLOI.png
185,Abboccacelupicchio F. C.,D,Maya Yoshida,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/YOSHIDA.png
186,Abboccacelupicchio F. C.,C,Rodrigo Bentancur,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/BENTANCUR.png
187,Abboccacelupicchio F. C.,C,Filip Djuricic,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/DJURICIC.png
188,Abboccacelupicchio F. C.,C,Remo Freuler,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/FREULER.png
189,Abboccacelupicchio F. C.,C,Franck Kessié,AC Milan,https://content.fantacalcio.it/web/campioncini/card2021/KESSIE.png
190,Abboccacelupicchio F. C.,C,Dejan Kulusevski,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/KULUSEVSKI.png
191,Abboccacelupicchio F. C.,C,Riccardo Orsolini,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/ORSOLINI.png
192,Abboccacelupicchio F. C.,C,Lorenzo Pellegrini,Roma,https://content.fantacalcio.it/web/campioncini/card2021/PELLEGRINI-LO.png
193,Abboccacelupicchio F. C.,C,Mattia Zaccagni,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/ZACCAGNI.png
194,Abboccacelupicchio F. C.,A,Musa Barrow,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/BARROW.png
195,Abboccacelupicchio F. C.,A,Andrea Belotti,Torino,https://content.fantacalcio.it/web/campioncini/card2021/BELOTTI.png
196,Abboccacelupicchio F. C.,A,Edin Dzeko,Inter,https://content.fantacalcio.it/web/campioncini/card2021/DZEKO.png
197,Abboccacelupicchio F. C.,A,Álvaro Morata,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/MORATA.png
198,Abboccacelupicchio F. C.,A,Roberto Piccoli,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/PICCOLI.png
199,Abboccacelupicchio F. C.,A,Andrea Pinamonti,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/PINAMONTI.png
